0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 16.76 21.31 17.88 14.71 12.54 11.09 10.11 9.44 8.99 8.70 8.56 8.59 8.46 5.90 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 2.16 43.29 24.61 17.66 14.24 11.76 10.07 8.94 8.17 7.64 7.29 7.06 6.95 6.96 7.12 9.17 12.26 0.82 0.00 0.00 
0.00 0.00 0.00 36.43 29.63 17.13 12.78 10.57 8.80 7.58 6.76 6.20 5.82 5.56 5.40 5.33 5.35 5.38 6.07 8.70 11.11 0.00 0.00 
0.00 0.00 0.00 51.62 24.41 15.10 11.60 9.41 7.82 6.73 6.01 5.52 5.19 4.96 4.82 4.75 4.77 4.89 5.48 7.17 14.76 0.00 0.00 
0.00 0.00 0.00 43.73 21.59 14.52 11.26 9.14 7.60 6.55 5.85 5.37 5.05 4.83 4.70 4.63 4.64 4.75 5.29 6.40 12.55 0.00 0.00 
0.00 0.00 0.00 51.64 24.35 15.08 11.59 9.40 7.81 6.73 6.01 5.52 5.19 4.96 4.82 4.76 4.78 4.90 4.65 6.92 14.78 0.00 0.00 
0.00 0.00 0.00 39.54 29.50 17.24 12.75 10.56 8.79 7.58 6.76 6.20 5.82 5.57 5.41 5.34 5.36 5.40 6.09 8.46 11.14 0.00 0.00 
0.00 0.00 0.00 2.42 43.07 26.90 17.59 14.20 11.74 10.06 8.93 8.17 7.64 7.29 7.07 6.97 6.98 7.15 8.37 12.33 0.82 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 16.87 21.25 17.84 14.69 12.53 11.09 10.11 9.45 9.00 8.72 8.59 8.62 8.50 5.94 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
